title,author,poem
봄소식,문재학,"소산문 재학

 졸 졸 졸
얼음장 밑으로 흐르는 겨울 물소리에
봄기운이 묻어나고

 날렵하게
나목을 휘젓는 앙증맞은 산새들 날갯짓에
감미로운 봄 향기가 일렁이었다.

 양지쪽 서릿발 녹이는
포근한 햇살 한 줌에도
설렘이 가득한
화사한 봄 꿈이 살아나고

 새하얀 솜털로 중무장하여
엄동설한의
혹독한 추위를 털어내는
봄의 전령사 버들강아지

 그 신비로운 숨결 따라
성급한 봄은
그렇게 소리 없이 오고 있었다."
첫사랑,박인걸,"내가 당신을 처음 만났을 때
구름은 무지갯빛으로 변했고
구천마리 나비떼가
가슴 언저리로 날아들었지요.
산은 병풍처럼 일어섰고
햇볕은 폭포수로 쏟아졌지요.
내가 디딘 땅은 진동했고
골짜기 냇물은 합창을 불렀지요.
수억개의 나뭇잎은
온종일 박수를 보냈고
아무도 돌보지 않는 야생화가
몸을 흔들며 웃어주었지요.
세차게 불던 계절풍은
온순한 양처럼 내 앞에 엎드렸고
당신이 내 손을 잡아 줄 때
금 빛 불꽃이 가슴에 튀었지요.
당신의 사랑을 뜨겁게 느끼던 날
내 눈에 비친 세상은 
새 하늘과 새땅이었지요.
그 황홀했던 사랑을 잊을 수 없어
처음 만난 강가를 지금도 서성이지요.
내게 다가온 당신을 지금까지
나의 주님으로 섬기며 살고 있지요.
2023.2.11"
<早梅 : 때 이른 매화>,정웅,",2022 

 때 이른 매화  어젯밤  매화 가지  오늘 아침  갑자기 많이 내리는 눈  때맞추다
 꽃의 향내, 불전에 올리는 꽃과 향  썩 먼 옛적, 오랜 세월 동안, 세상에 비길 데가 없음
 한 해 동안을 스물넷으로 가른 철  살갗을 에다

형식 오언절구 압운  , , 
평측보    

 
 기다리는 마음
.708

 

 

모진 설한을 겪어야
매향은 코끝에 사무친다고
성급한 속내야 뉘 알리오"
그렇게 마음으로 읽어보는 그림들의 아침,정세일,"그렇게 마음으로 읽어보는
그림들의 아침과 생각의 모퉁이가 오면
달빛이 고여놓은
징검다리 건너에는
무지개의 동굴이 있는
그 찬란한 빛의 여울 속으로 달려오는
고운 바람의 깊이 
푸른 파도와 물결로 만들어 내는
아름다움의 눈물이 
봄으로 아직도 알 수 없는
그 시새움의 깨어남이 있고 
손끝에 별들의 눈물
어머니의 마음의 시간 속으로 
노래의 고향이 보내오는
숲들의 고요함은
별들의 음악회에 가고자 하는 
아침이 가진 초대장 하나에도
하얀 나비들이
마음과 고을을 넣어두고 
언제나 기다리는 나무가 심겨 있는
안개의 작은 곳으로 
다시 가을이 된 나뭇잎들을 꺼낸
숲과 바람과 꿈의 노래  
변하지 않는 하나의 시간을 가지게 됩니다
그래서 아름다운 날에요
단풍잎 붉은 배를 타고 
기다림을 가져오는 
아카시아 느낌이 있는 
별빛들의 깨어남이 알고 있는
가시마다 
향기의 샘이 매달고 있는
이렇게 아름다움과 은근함이
한 줄기 빛을 찾아내
오랜 무릎이 기도하는 꿈이 기다림을 깨웁니다
이제 숲으로 태어난
새벽에 일어난 
종달새만이 그리움을 말할 수 있는
꽃들의 언어를 
꽃잎들의 생각을 바람처럼 안게 됩니다"
폭설(暴雪),박인걸,"그 해 겨울 눈이 처마까지 내렸고
동네 사람은 동굴토끼가 되었다.
굴뚝 연기로 신호를 보내며
온종일 넉가래로 눈을 치워도
구름 속에 갇힌 태양은 도와주지 않았다.
처음 보는 세상은 두려웠고
인적 끈긴 마을에는 정적만 흘렀다.
믿음직한 아버지는 여물을 쑤고
부엌의 어머니는 아무렇지도 않았다.
전화가 없던 그시절
동네 친구 소식이 궁금했지만
그림이 된 마을에서 나는
동화 속을 걷는다고 생각했다.
유난히 눈이 크던 암소와
나만 따라다니던 누렁이
근심 하나 없는 부뚜막 고양이를
오랜 세월 잊고 살아 미안하다.
그 시절 그토록 퍼붓던 눈이
지금은 어디로 갔는지
한 번 쯤 나는 폭설에 갇히고 싶다.
2023.2.10"
2월 산책,오보영,"오  보  영

 
환한 까치 모습
자주 보이고

밝은 까치 소리
수시로 들려오는

푸른 소나무 숲
굽어진 오솔길을

산뜻한 기분
가벼운 걸음으로

내어딛는다

은은한 솔향기
맡아가면서

올곧은 소나무
모습 보면서 
  
봄 기다리는 마음 
가슴에 품어 안고

앞을 향해 
발걸음

내어딛는다"
설(雪)이,성백군,"봄이 왔다고
눈 녹은 물입니까
눈물입니까

산기슭 응달진 곳에
눈 한 자락만 남고
주변 풀밭이 질퍽합니다

, 슬퍼하지 말아요. 
순결을 잃었다고
지조가 꺾였다고, 절망하지 말아요.

생명의 길은
뒤돌아보며 멈칫거리는 것이 아니라
앞을 바라보며 나아가는 길이랍니다

   1202  02272022
시산맥 카폐회원 추천시"
세상인심,성백군,"빵 부스러기나
좁쌀 한 줌 주머니에 넣고
공원 벤치에  앉았다

어떻게 알았는지
새 몇 마리 주위를 기웃거리다가
좁쌀 몇 뿌려주면
참새, 비둘기, 카나리아, 온갖 잡새들
가릴 것 없이 금세 한마당이다.

간혹, 어깨에 앉고
발등을 쪼기도 하고 손바닥을 간질기도 하다가
더 나올 것이 없다 싶으면
손짓 따라 맞은편 사람에게로 옮겨간다

허한 마음
새들에게 만이겠는가
부와 권세와 명예를 따라
우르르 몰려갔다가 흩어지는 

주머니에 모이가 없었다면
새들에게 서운하다는 생각이 들었을까
가난해서 줄 것이 없어서
나에게는 세상인심이 다행이다

   1201  02192022"
그리 살아야 한다,홍수희,"놓아줄 것은 놓아주어야 하리
잊어줄 것은 묵묵히 잊어주어야 하리
맞이해 줄 것은 환한 미소로 맞이해주고
품어줄 것은 넉넉히 사랑스레 품어주고
오는 것은 오는 대로 가는 것은 가는 대로
파랑 이는 세월에 몸도 마음도 맡겨야 하리

시들 때와 피어날 때를 고요히 가늠하는, 
꽃 같은 마음으로 그리 살아야 하리"
폭설(暴雪),박인걸,"그 해 겨울 눈이 처마까지 내렸고
동네 사람은 동굴토끼가 되었다.
굴뚝 연기로 신호를 보내며
온종일 넉가래로 눈을 치워도
구름 속에 갇힌 태양은 도와주지 않았다.
처음 보는 세상은 두려웠고
인적 끈긴 마을에는 정적만 흘렀다.
믿음직한 아버지는 여물을 쑤고
부엌의 어머니는 아무렇지도 않았다.
전화가 없던 그시절
동네 친구 소식이 궁금했지만
그림이 된 마을에서 나는
동화 속을 걷는다고 생각했다.
유난히 눈이 크던 암소와
나만 따라다니던 누렁이
근심 하나 없는 부뚜막 고양이를
오랜 세월 잊고 살아 미안하다.
그 시절 그토록 퍼붓던 눈이
지금은 어디로 갔는지
한 번 쯤 나는 폭설에 갇히고 싶다.
2023.2.10"
하얀 노래 부르며,김덕성,"하얀 눈이 내리던 날
타버릴 듯 사랑의 불꽃이 된 가슴
먼 날부터 찾아 든 눈물 속에
감추어진 지나간 아픈 사연 하나하나
행복을 꿈꾸던 사랑
그냥 떠오르는 추억뿐이었다

축복의 잔을 얻는 삶에서
주어진 뉘우치는 쓴 잔을 마시며
영혼의 불빛이 빛나는 중에도
서글픔이 밀려오는 순간순간마다
경이로운 삶이 잊혀져간다

가슴에
하얀 눈이 휘날리며 앉는데
이제 쉬어야 하는 인생
눈과 함께 
세상 짐을 지고 간다
하얀 인생길을"
아름다움의 시간을 읽어보는 일  고운 꽃잎들의 책을 열어,정세일,"아름다움의 시간을 읽어보는 일
고운 꽃잎들의 책을 열어보는
나뭇잎의 조심스러운 
창문과 그림자
그렇게 생각을 곱게 정리해 놓은
꽃들의 일기 속에 들어있는
아름다움을 위한
작은 피아노의 소리는 
선반을 하나 꺼내어
처음이라는 고요함의 느낌을 알아가게 됩니다.
향기의 근원은 
어머니의 깊이와 넓이 
손끝으로 살며시 만져지는
안개꽃의 눈물이 
이슬비의 샘에 있는 새들의 날갯소리에
알려주어야 하는 
꿈의 시간을 깨우고
숲의 기억 속들 
저녁노을이 지어놓은
곱게 연기로 만들어진 맛과 멋들이 보여주는
동그라미 도넛이
별들이 마음으로 헤아린
숲과 나무들을 숫자만큼 가져와
그 달콤함은
이미 반달의 나머지 그림에 넣어두고 있습니다.
누구든 별빛이 되어
그 빛남의 자리에 있다면
갓 구워낸 쿠키에
커피 향을 넣어진
하루의 나른함이 마셔볼 수 있도록 
노래의 창가에 있는
쉼표의 찻집에도
오늘도 고소함이 귓가에 바람으로 들려옵니다
그래서 아름다운 날에요
나비들의 울타리에 심어놓은
작은 의미의 기다림
싸리나무의 그 당당함과 용기에서
견고함의 가지를 꺾어 가지런함이면
숲들의 시간이 쉴 수 있는 보라색 지붕이 만들어집니다."
봄을 기다리는 마음,박인걸,"목도리를 두껍게 둘렀어도
바람은 여전히 차갑고
입춘을 지나 우수가 눈앞인데
새벽 냉기는 매몰스럽다.
힐끗 쳐다본 목련 꽃망울은
아직도 깊은 잠에 빠졌고
황사 바람 자욱한 도시에는
무표정한 얼굴만 왕래한다.
회양목 여린 새움은 기지개를 켤까.
귀룽나무 새싹은 돋고 있을까.
산지 그늘의 복수초 꽃이
수줍게 얼음장을 치미는지.
날개짓 서툰 노랑나비와
겨울잠 덜 깬 다람쥐가 
생강나무 사이를 비켜갈 때
겨울을 밀어낸 봄에 감탄했었다.
장딴지 근육이 연하던 소년이
연골이 낡아 재생주사를 맞아도
대동강 얼음이 녹아내리는
봄을 기다리는 마음 여전하다.
2023.2.9"
키스의 다른 말,강효수,"나는 그렇게도 많은 분홍 립스틱을 먹었다
내 입술 내 숨결이 지나가는 통로 그리고
나의 폐와 심장은 분홍색으로 물들었다
어디 그뿐일까
내게서 분홍색 스키드 마크를 찾는 것은 어렵지 않았다
샤워를 할 때면 거울은 부끄러워 
분홍색 입김 뒤에 숨고
분홍색 안갯속에서도 우리는 서로를 찾을 수 있었다
이미 서로를 놓지 않았으므로
너는 그렇게 분홍 립스틱을 바르고 내게로 왔다
내 입술 내 숨결 나대는 나의 심장이
온전히 나의 것이라는 것을 
나는 확신할 수 없다
쿠스 빠찌오 베이조 폴리베크 푸스 웨푸쥬크 누혼 베쏘
가끔 심하게 몸살을 앓아 기침을 할 때면
분홍색 물감이 묻어 나오곤 한다"
소통,靑山 손병흥,"의견이나 의사 따위가 잘 통하거나
매사에 막힘이 없이 원활하게 통하는

다양성 획일성 독특하면서 매력적인
일차적인 수단인 언어를 통한 인생길

만남과 모임을 통해 교류로 이어진
산줄기 강줄기와 같은 대자연의 이치

대로와 샛길 갈림길과 곧은 길처럼
다원주의 요소 속에서 묻어나는 존재

뜻이 서로 잘 통하게끔 오해가 없도록
함부로 말하지 않는 다스릴 언어적 요소



   

     .
    

    
    ,     

   ,    .
    ,     .

   ,   ,    .
  

          ."
2월,이남일,"하얀 은 기다리는 달
힘내세요.
따뜻한 3월이 오고 있어요.

입춘이 지나간 강가에 서면
얼음장 밑에서 몸 푸는 소리
들리지 않나요.

부스럭거리는 덤불 속에서 
봄이 오는 소리가 들리지 않나요.

이제 봄과 나 사이에는
화선지 위에 물감을 찍은 듯
붉은 꽃이 피어나겠지요.

힘이 들면 
고개를 들어 하늘을 보세요.
내일은 
봄이 좀 더 가까워질 것입니다."
나를 사랑하는 일,도지현,"해님이 방긋 웃어도
나를 위해 웃는가 싶기도 하고
바람이 살랑살랑 불어도
나를 위해 부는가 싶기도 하지

때로는 고단한 삶이기도 했고
살기 위해 나를 희생하기도 했지
그런 일이 있었기에
나 스스로가 대견하고
자랑스러운 생각을 하게 되더라

한 때의 고생이 있었기에
이제는 그것을 바탕으로 삼아
자신을 위해 살아야 하겠다는
그런 마음도 먹게 되는데
이제 남은 일은 나를 사랑하는 것
남은 생은 그렇게 살아가리라
나에게 남은 열정을 다 해서"
처음 기다림이 있는  안개꽃의 우체통에 꿈을 넣어두면,정세일,"처음 기다림이 있는
안개꽃의 우체통에 꿈을 넣어두면
하얀 나비처럼 걸어가
봄의 마음이 이렇게
그리움이라는 긴 터널을 지나오는
이제 숲의 입구 시간
꽃들의 향기는 일찍 아침을 열고 있음을 알려옵니다.
그렇게 안개꽃 시간은
느리지만
때론 별들의 순간을 건너오고
빛남의 테두리 안에 살며시
꿈으로 일어서고
이렇게 열정으로 일하도록 
그렇게 파란 일기를 소낙비에 실어 보낸
오랜 향기의 느낌이 
이미 푸름을 입고 별이 되어 
고요함의 작은 언덕마다
밤하늘이 되고자 하는
낮은 울타리의 풀잎들과  
초록색 햇살 기억 속에
처음 마음을 담아둘 수 있는
파란 연못의 풍덩거림을 살며시 두드려봅니다
그렇게 나팔꽃의 고운 눈물은
이제 빗방울들이 말하는 
아름다움의 숲을 가지게 되어 
한마디 가을의 기억 속에
숲들의 나무들이 모아놓은 
단풍잎의 노란 의자들이 만들어 놓은 
바람이 불어오도록 
어깨를 기댈 수 있는 
노래의 나무 흔들림 의자에 앉아
봄이 오는 시간을 
이렇게 꿈의 소리로 가만히 들어보는
졸졸거리는 시냇물
그렇게 하얀 소리로 들어보는
민들레의 찻잔에
달콤함이 온유함을 한 숟가락 넣어
그렇게 꿈의 시간처럼 
노란 느낌이 묻어나는 마음의 눈을 가져옵니다."
生이 지나간 자리,정건우,"비 그치고, 화단에서 등을 말리던 지렁이가
어딘가로 가고 있다
진흙 한쪽에 적적한 저 유연한  선회의 흔적
다시 어둠으로 가고 있는 지렁이
화사한 햇살 속, 한 오리 실 같은 그늘의 선을
온몸으로 지우며 가고 있다
축축한 슬픔의 저쪽
살아 있거나, 살아간 것들이 애타게 찾았던
나직한  연민의 방향
순간에도 머물지 않았던 목숨이
지난했던 발길로 표시해 두었던 생의 좌표
흐르고 변하는 것들 속에서
남겨진 시간의 흔적은 저리도 쨍하구나
아버지가 생전에 자주 오셨던 포항역 벤치에
뜻 없이 앉아본 오늘
눈물로 번지는 기적소리 같구나."
2월을 걷는다,최영희,"나무들이 있는 숲을 지날 땐
사뿐사쁜 걸어 지날 일이다

숲에서 들리는 소곤거림
소곤소곤, 소곤소곤
다시, 한 해 동안 펼쳐나갈
새 삶의 밑그림을
그리고 있음일 게다

2월, 나무들이 있는 숲을 지날 땐
봄을 실은 바람처럼 걸어보자
소곤 소곤, 소곤소곤
희망의 소리 들리지 않는가
생명의 소리 들리지 않는가."
내 아버지 사랑은,최영희,"말로는 할 수 없는 우물 속 물만 같던
깊고도 잠잠한  슬픔이었어라

아 그 사랑, 내 어머니 하늘에 별이 되던 날
사랑은 한 마리 새처럼, 새처럼 날아가 버리고
세월은 흐르고 흘렀지만, 가슴에 고인 그리움은
우물 속 물만큼이나 잠잠하고도 깊었습니다

전설 속 아사달과 아사녀의 사랑만 슬픔이리오

아직, 내 가슴엔 들려요
비비 새 울음소리만 같던
내 아버지 가슴으로 부르던
슬픈, 사랑의 노랫소리

아 이제는 모두가 별이 된 사랑."
그립다 홍매화야,김덕성,"어느 해인가
유독 백 매화에게만 팔렸던 나
홍매화를 상견례를 하면서
빛나는 햇살에 미소 짓는 얼굴이
어찌나 아름다운지
눈 시려 뜰 수가 없었다

나뭇가지 사이로
따사로운 봄볕이 눈부시게 내리고
겨울옷 벗고 붉은 봄옷으로
산뜻하게 갈아입고
꽃망울 터트리는 애교의 미소
지금도 잊을 수가 없다

이제 곧 짙은 향 날리며
속살을 들어내며 다가 올 홍매화
그 향기가 사뭇 그리워
애타게 기다리는 홍매화야
어서 피어나라 보고 싶구나"
저녁 그즈음,박인걸,"도시의 노을이
아파트 담벼락을 기어올라
긴 여운을 남기며 하늘로 흩어진다.
도시 빌딩과 하늘 사이에
직각 모형은 점점 선명해지고
하나 둘 간판에 불이 들어 올때면
또 다른 세상이 열린다.
 
매일의 삶은 고달프지만
누구나 불평하지 않고 받아드린다.
해와 달이 갈길을 가듯이
존재하는 것들은 잠시도 멈추지 않는다.
온종일 밟고 다닌 거리에는
무수한 사연이 쓰레기와 함께 뒹굴지만
어머니 치마폭 같은 어둠이 내려와
들춰내지 않고 쓸어 덮는다.
 
오늘도 지친 내 영혼은
비망록에 하루의 생각을 새겨 넣지만
내게 할당 된 운명의 시간은
저녁노을과 함께 멀리 사라졌다.
노을이 질 그 즈음에는
어떤 상념의 소용돌이에 휘말린다.
2023.2.7"
그립다 홍매화야,김덕성,"어느 해인가
유독 백 매화에게만 팔렸던 나
홍매화를 상견례를 하면서
빛나는 햇살에 미소 짓는 얼굴이
어찌나 아름다운지
눈 시려 뜰 수가 없었다

나뭇가지 사이로
따사로운 봄볕이 눈부시게 내리고
겨울옷 벗고 붉은 봄옷으로
산뜻하게 갈아입고
꽃망울 터트리는 애교의 미소
지금도 잊을 수가 없다

이제 곧 짙은 향 날리며
속살을 들어내며 다가 올 홍매화
그 향기가 사뭇 그리워
애타게 기다리는 홍매화야
어서 피어나라 보고 싶구나"
아름다움의 노래와 눈물 한 송이  꽃들의 마음,정세일,"아름다움의 노래와 눈물 한 송이
꽃들의 마음처럼
별을 주고 빛남을 선택한
그 어리석음의 이제 향기의 시간에 있어.
그 느림의 반복은
어머니의 숲에서 싸락눈이 되어
강물의 마음으로 달려가
아침 눈사람에게
하얀 느낌의 낮은 스케이트를
바람이 불 때마다
어깨를 밀어주어 어제의 꿈의 시작에 도착합니다.
그래서 어쩌면 마음에 
하늘의 그리움이 물들인 숲이 오면
하얀 눈들의 겨울 이야기는 
그리움의 아침이 건져낸
언제나 보이도록
강 건너 지붕에 싸락눈이 오고
별빛의 마음이 생각하는 
그리 꿈이 더디게 오더라도
그 찬란함은
천년의 시간을 밝게 비출 수 있는 불빛이 됩니다.
그런 날엔 하얀 시간의 
노래의 의미들은
노란 마차를 타고 오는 
꿈이 된 당신을 기다릴 때
어린 숲들의 고요함의 
한 페이지가 만져주는  
그렇게 아름다움의 순간은
자기 생각을 잃어버린 애태움의 근원들
다시 찾아낸
그래서 강물의 기다린 언어가
처음 사랑으로 기다리는 있는
꽃들의 눈물에서
멀리 꽃들의 마음에도 숲이 있다는 것을 알게 됩니다
때로는 저녁 노래가  
갈잎의 꿈을 그리고
나뭇잎의 엽서에 
초록색 노래의 우표 한 장 붙이면
그리움의 시간 너머 안개들을 종달새가 가져갑니다"
슈퍼문,이재봉,"사람들은 모든 것에
의미부여 하는 걸 좋아합니다 

똑같은 달인데도 작게 보이면 마이크로문이고 
크게 보이면 이고 붉게 보이면 불러드문이고 
한 달에 두 번 뜨면 블루문이라고 합니다 

현란한 말에 속지 마세요
언어는 은유이고 환유일 뿐입니다

슈퍼문도 블루문도 
하늘에 떠 있는 게 아니라 우리들 
머릿속에 떠 있습니다"
슈퍼문,이재봉,"사람들은 모든 것에
의미부여 하는 걸 좋아합니다 

똑같은 달인데도 작게 보이면 마이크로문이고 
크게 보이면 이고 붉게 보이면 불러드문이고 
한 달에 두 번 뜨면 블루문이라고 합니다 

현란한 말에 속지 마세요
언어는 은유이고 환유일 뿐입니다

슈퍼문도 블루문도 
하늘에 떠 있는 게 아니라 우리들 
머릿속에 떠 있습니다"
부르는 소리,백원기,"바람 불면 들려오는 소리
망망한 바다 거센 파도
쏴아 쏴아 밀려왔다 흩어진다
숨죽여 귀 기울고 들어보면
드넓은 바다 파도 소리는
자식을 부르는 엄마 목소리

교회 종탑 사라진 자리에
밤낮없이 서있는 십자가...
하나님 지으신 성도를
하염없이 부르시는 거룩한 손짓
나간 자식 어서 돌아오라는
애절한 주님의 마음"
"능소화,  그 그리움의 효능",신형식,"팝콘처럼 터지던 사랑에
가슴을 베인 사람들에게 발라주던
전설의 빨간약을 기억하십니까
그약 바르고도 약발이 받지 않아
신음 신음하며 숙성되어 가다보면 비로소
죽어서라도 맺어질 주황 그리움이
한여름 길가에 자태고운 꽃으로 보일테니

그 그리움으로 시를 쓰라면
장원급제에 어사화로도 부족해
금의환향 골목길에 주욱 도열시켜
상사병의 특효약으로 쓰게 하였으니
혈을 맑게하여 기다림에 지친 부인병에 좋으며
가슴을 스쳐가는 바람을 다스리는 효능이 있다고 함

꽃을 치료제로 쓰려면
애태움에 농락되지도 농익지도 않은
개화가 막 시작된 싱싱한 첫사랑의 꽃을 채취하여
작은 그리움이라도 맑게 씻어 제거하고 사용해야 함

주의할 점
사연 많은 꽃의 가루는 바람을 타고와
앞으로의 사랑에 눈을 멀게 할 수도 있으니
새빨간 거짓말을 시도때도 없이 하는
변색된 사랑꾼들은 너무 오래 쳐다보지 말 것

가끔 한 편의 시로 가슴만 적실 것"
여기저기 고움과 메모지 안에  가을이 되어  저녁 산까치,정세일,"비오는 날에 파란 마음의 아름다운 순서마다
여기저기 고움과 메모지 안에
가을이 되어 
저녁 산까치의 앞마당과 꿈의 시작은
댓돌이 있는
그림 같은 풍경의 시간에 가고
노래들의 가녀림
견고하게 바람으로 쌓아진
천년의 그림자를 하나둘 만들어 갑니다
그렇게 겨울이 되기 전에
작은 벽돌을 
가슴에 숲속을 기댈 수 있는
한가한 오후의 느낌에도
종달새의 깊은 생각이 있고
하얀 불꽃을 불태워
싸락눈이 되는 실바람들의 저녁 숲
첫눈이 내리는 
이제 따듯한 가슴이 스며들 수 있는
허수아비 하나 있고
하얀 나라로 갈 수 있는 
눈사람이 기차를 가져와
그리움의 시작을 실어 덜컹거리는
짧은 기적을 울리고
고요함의 언덕에서 
다시 마음에 외로움을 안아주고 있습니다
그래서 아름다운 날에요
이슬비 고드름이 처마 끝에 
그 풍경소리를 달아놓고
놀란 가을의 표정이란
때론 아무것도 가진 것이 없는 
단 하나의 갈잎 
마음을 녹아내릴 수 있는
언제나 처음 사랑처럼
혼자 뒤돌아서서 오래 기다림을 알아가는
이제 별빛의 그 잔잔함 안에
자신의 마음으로 
맞서 싸워야 하는 
물결의 폭풍우 속으로
때론 살며시 가야 하는 그 고요함을 꺼내 봅니다"
부부의 그림,신정숙,"서로 닮은꼴을 찾는 것이
부부의 인연이라고 했던가

 
익숙한 듯 익숙하지 않고
닮은 듯 닮지 않은 그대와 나

 
모나고 날카로움
부딪치며 깨지고 부서지며
닮은꼴을 만들어가는 그대와 나

 
둥글둥글
세월을 함께 굴려가며
두 개의 붓으로 하나를 완성해 가는 그림

 
그림 속에는 희로애락이 녹아들어
춘하추동이 조화롭게 채색되어간다."
이제 철들라고,신정숙,"흉내 내지 마라
작다고 탓하지 마라
못났다고 기죽지 마라
네 모습 그대로
생명의 꽃이 되어 향기 날리라고
작은 풀꽃이 가르친다

 
담백한 맛이 좋아지는 걸
늙어감이라 말하지 마라
익어가는 거라고 나무 열매가 가르친다

 
미운 시간은 정으로 물들이고
좋은 시간은 생명을 불어 넣어주라고
계절이 일깨워준다."
봄 기다림,오보영,"오  보  영

오늘따라
유난히

당신이
더 많이

보고 싶어지고
기다려지는 건

아마도
비추이는 햇살이

이전하고는 
달리

유독 따사하게
느껴지기 때문입니다

아직은 좀
이른 감이 있다는 걸

뻔히
알고 있으면서도

애타하며 기다리는
당신이 이미

가까이 곁으로 
다가온 듯하여

나도
모르게

맘이 설레고

활기가 돋네요"
사랑한다면,홍수희,"넘을 수 있으리 
아무리 높고 높은 벽이라도

풀어낼 수 있으리 사랑한다면
제아무리 복잡하고 단단한 매듭이라도

이해할 수 있으리 사랑한다면
오랫동안 꽁꽁 묵혀온 오해더라도

기다릴 수 있으리 사랑한다면
너 그 바다 그 강 건너 뭍에 이르기까지

기어이 닿을 수 있으리 사랑한다면
너와 나의 마음 평화의 언덕에

이룰 수 있으리 사랑한다면
불가능을 가능의 기적으로

사랑한다면
사랑하는 마음 우리 있다면"
백두산 가는 길,김윤자,"태산이 높다 하되 하늘 아래 뫼이로다
그 태산에 가고 있다.
연길을 지나, 조선족 농토를 지나
들녘에서 산녘으로, 점점 깊은 길로 가고 있다.
돌고, 돌아 조선의 정수리를 향해
민족의 하나 되는 정점을 향해 오르고 있다.
지름길 접어두고, 타국의 등줄기 빌어
굽이굽이 꺾어지고, 휘어진 길을
서러운 시간을 배회하며 인내로 간다.
고려식당에서 중식을 하고
청막골 휴게소에서 휴식을 하고
만나는 이 모두가 우리 동족인데, 이방인으로 서걱이며
이질의 겨리를 통탄하며
그래도 하나의 눈으로 바라보는 민족의 봉우리에 간다.
러시아, 중국, 북한, 세 나라의 접경이지만
그곳은 우리 민족의 성지, 민족기상의 발원지이기에
주인의 숨결을 기다리는 그에게로
목숨으로, 영혼으로 줄기차게 달려간다.

 
서울시정일보 2014년 6월 18일자 게재"
연길 시가지 풍경,김윤자,"가난하고 굶주린 내 동포의 땅이라고
서럽게 바라보았던 가슴이
하얗게 지워지고
연두빛 희망으로 일어서는
뿌리가 튼튼하게 잡혀 불끈 힘이 솟는
용감하고 장한 내 동포의 땅이라고
다시 입력되고 있다.
반듯한 길, 반듯한 집에서
반듯하게 살고 있더라고
가게 상호에 한글이 조선의 기백으로 눈뜨고
화사한 조명으로 어둠을 사르고
곳곳에서 울리는 건설의 태동소리
밤낮 구분 없이 일어서는 빛, 소리, 꽃빛 물결
어디 가겠는가
백의민족, 그 꼿꼿한 핏줄기가
세계 어디를 가도 우리의 삶은 동일한 것을
고구려 땅, 지금도
한달음에 달려올 수 있는 길을
낯선 나라의 힘을 빌어 들어옴에 서러울 뿐
결코 기죽지 않은 땅, 푸른 향기다.
 

 서울시정일보 2014년 6월 17일자 게재"
겔레르트 언덕,김윤자,"이곳에서
이탈리아의 수도사 겔레르트는
산 채로 와인통에 담겨
저 아래 도나우 강으로 던져졌단 말인가
헝가리 최초의 국왕 이슈트반이
아들 임레 왕자의 교육을 위해
가정 교사로 데려온 그가
헝가리에 그리스도교를 전도한 것이
그리도 큰 죄였던가
얕으막한 바위산 중턱에
고요히 일어선 순교자 겔레르트
그의 동상 오른손엔 십자가를
왼손엔 성경책을 들고 슬픔을 다독인다.
결국 겔레르트의 죽음으로
왕자의 교육도 실패했다 하니
그날의 아픈 이야기들이
도나우 강변 소슬한 언덕을 휘감고 있다.

 
  김윤자 시집 블레드성 펜의 불꽃"
그 겨울의 끝자락에서,도지현,"혹한의 날씨는 풀렸지만
질척이는 길은 참 지겨웠었지
포장이 되지 않은 길
때로는 장화도 필요했지

그래도 그때는 참 좋았어
진흙 속에 빠지면서도
마주 잡고 바라보며
웃을 수 있는 사람이 있었기에

겨울이 끝났나 했는데
흰 눈이 난 분분하게 내리고
그 속에서도 매화는 꽃을 피워
분홍빛 볼이 새색시의 연지 같았어

무엇이 그리 바빴는지
잎도 나오기 전에 핀 우아한 꽃
관세음보살의 미소를 지으며
시나브로 꽃잎을 떨어뜨렸지
그렇게 그 겨울의 끝자락은 아름다웠어."
새봄의 팡파르,김덕성,"아직 영하의 날씨지만
절기의 시작이라는 입춘이 지나니
언뜻 봄의 숨결이 들리는 듯
벌써 화려한 봄을 꿈꾸고

겨우내 나약하던 태양도
위력을 과시 뜨거운 열을 발산하며
아지랑이 꽃이 피는 화려한 봄
창조의 역사가 시작하고

이제 곧 산야에는
저 푸르고 우람찬 하늘 빛으로
만물들이 오랜 동면을 끝내고
깨어나 봄을 만끽하리라

나뭇잎은 푸른 옷 입고
여인처럼 아름답게 꽃이 피어나
희망의 봄이 열리는 아침
울려 퍼지는 봄의 팡파르"
